timestamp,ticker,side,strategy,quantity,reference_price,high,low,volume,spread_proxy,mid_price,half_spread,synthetic_bid,synthetic_ask,next_mid_price,alpha_signal,liquidity_score,participation_cap,placement_style,resolved_placement_style,order_type,limit_price,submitted_quantity,filled_quantity,unfilled_quantity,fill_status,fill_model,random_seed,fill_price,spread_cost,temporary_impact,permanent_impact,impact_cost,post_fill_return,adverse_selection_cost,touch_depth,queue_priority,fill_probability,random_draw,parent_order_id,parent_date,parent_quantity,parent_start_time,parent_end_time
2026-04-28 10:00:00-04:00,SPY,buy,TWAP,11426.261731343284,711.4451293945312,711.8300170898438,711.1099853515625,419270,0.001012069249660935,711.4451293945312,0.360015869140625,711.0851135253906,711.8051452636719,712.1300048828125,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,723.5499716184257,0.360015869140625,11.744826354753823,0.38777676704516434,12.132603121798986,-0.015783245364614167,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:05:00-04:00,SPY,buy,TWAP,11426.261731343284,712.1300048828125,712.3599853515625,711.3699951171875,459364,0.001390181887558455,712.1300048828125,0.49499511718750006,711.635009765625,712.625,711.6400146484375,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,723.8563740231124,0.4949951171875,11.23137402311236,0.3542717244944657,11.585645747606826,-0.016876772538145554,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:10:00-04:00,SPY,buy,TWAP,11426.261731343284,711.6400146484375,712.1599731445312,711.52001953125,310728,0.000899265921123615,711.6400146484375,0.319976806640625,711.3200378417969,711.9599914550781,711.3599853515625,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,725.6065219180815,0.319976806640625,13.646530463003417,0.5233763977414341,14.16990686074485,-0.019633969839272472,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:15:00-04:00,SPY,buy,TWAP,11426.261731343284,711.3599853515625,711.8200073242188,711.1599731445312,280407,0.0009278483373805505,711.3599853515625,0.33001708984375,711.0299682617188,711.6900024414062,711.3900146484375,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,726.049759433778,0.33001708984375,14.359756992371784,0.5797419734765165,14.9394989658483,-0.020191102048946592,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:20:00-04:00,SPY,buy,TWAP,11426.261731343284,711.3900146484375,711.6900024414062,711.1199951171875,267130,0.000801258539593703,711.3900146484375,0.285003662109375,711.1050109863281,711.6750183105469,711.25,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,726.3879262251747,0.285003662109375,14.712907914627824,0.6085822259152607,15.321490140543084,-0.020840002536719058,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:25:00-04:00,SPY,buy,TWAP,11426.261731343284,711.25,711.6300048828125,710.9500122070312,417067,0.0009560529712214411,711.25,0.339996337890625,710.9100036621094,711.5899963378906,710.89501953125,,,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,723.362570887206,0.339996337890625,11.77257454931529,0.3897181343246006,12.162292683639892,-0.017235549443295726,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:30:00-04:00,SPY,buy,TWAP,11426.261731343284,710.89501953125,711.5800170898438,710.8200073242188,349852,0.0010690886062560056,710.89501953125,0.3800048828125,710.5150146484375,711.2750244140625,710.0889892578125,,-0.8921194929527524,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,724.1224282323349,0.3800048828125,12.847403818272387,0.46436050425165265,13.31176432252404,-0.01937992586250862,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:35:00-04:00,SPY,buy,TWAP,11426.261731343284,710.0889892578125,710.9299926757812,709.6400146484375,928849,0.0018166427685240402,710.0889892578125,0.644989013671875,709.4440002441406,710.7339782714844,710.4600219726562,,-0.6897710923063286,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,718.6097351913018,0.644989013671875,7.875756919817407,0.17470358785561,8.050460507673018,-0.01134094463175615,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:40:00-04:00,SPY,buy,TWAP,11426.261731343284,710.4600219726562,710.6599731445312,709.6900024414062,533064,0.001365271335650652,710.4600219726562,0.48498535156249994,709.9750366210938,710.9450073242188,710.0900268554688,,-0.8056159778524817,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,721.3466529080537,0.4849853515625,10.401645583834974,0.30457514147327414,10.706220725308247,-0.01560501598947565,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:45:00-04:00,SPY,buy,TWAP,11426.261731343284,710.0900268554688,710.6400146484375,709.8200073242188,549306,0.0011547934673157348,710.0900268554688,0.410003662109375,709.6800231933594,710.5000305175781,709.6500244140625,,-0.7235174186685577,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,720.7414068607618,0.410003662109375,10.24137634318369,0.2954154696896508,10.536791812873341,-0.015388851453683742,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:50:00-04:00,SPY,buy,TWAP,11426.261731343284,709.6500244140625,710.1500244140625,709.25,595829,0.001268265177339526,709.6500244140625,0.45001220703125,709.2000122070312,710.1000366210938,710.52001953125,,-0.715150729954382,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,719.927365433533,0.45001220703125,9.82732881243934,0.27218033753339393,10.099509149972734,-0.013067076421824923,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
2026-04-28 10:55:00-04:00,SPY,buy,TWAP,11426.261731343284,710.52001953125,710.5349731445312,709.3200073242188,581974,0.00170996704795742,710.52001953125,0.60748291015625,709.9125366210938,711.1275024414062,710.60498046875,,-0.9746408188035703,0.1,market,market,market,,11426.261731343284,11426.261731343284,0.0,filled,volume_capped_touch,42,721.0833127123909,0.60748291015625,9.955810270984632,0.2790017323290458,10.234812003313678,-0.01453137530561642,0.0,1.0,1.0,1.0,,SPY_2026-04-28_buy_0100bp_1000_1530,2026-04-28,765559.536,10:00:00,15:30:00
